DATE_TIME;LATITUDE;LONGITUDE;GEOHASH;MAXIMUM_SPEED;MINIMUM_SPEED;AVERAGE_SPEED;NUMBER_OF_VEHICLES;year;month;monthday;weekday
2022-02-07 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;145;1;43;379;2022;2;7;2
2022-05-02 23:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;135;4;43;292;2022;5;2;2
2022-02-14 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;127;2;40;333;2022;2;14;2
2022-02-14 09:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;119;2;43;288;2022;2;14;2
2022-09-12 00:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;131;4;72;250;2022;9;12;2
2022-09-12 01:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;171;18;84;147;2022;9;12;2
2022-09-12 02:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;150;17;80;124;2022;9;12;2
2022-09-19 17:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;111;1;29;585;2022;9;19;2
2022-09-19 18:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;116;1;25;502;2022;9;19;2
2022-02-14 23:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;157;7;72;206;2022;2;14;2
2022-09-19 21:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;151;5;75;340;2022;9;19;2
2022-09-19 22:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;150;3;72;314;2022;9;19;2
2022-09-19 23:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;152;2;72;252;2022;9;19;2
2022-02-21 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;132;2;49;297;2022;2;21;2
2022-09-19 04:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;150;11;87;162;2022;9;19;2
2022-09-19 05:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;166;16;88;282;2022;9;19;2
2022-09-19 06:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;156;4;77;435;2022;9;19;2
2022-09-19 07:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;142;2;58;373;2022;9;19;2
2022-02-21 09:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;126;2;54;398;2022;2;21;2
2022-03-07 05:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;146;22;82;226;2022;3;7;2
2022-03-07 06:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;152;6;71;473;2022;3;7;2
2022-03-07 07:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;121;2;56;544;2022;3;7;2
2022-03-07 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;129;1;45;498;2022;3;7;2
2022-10-17 15:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;159;2;56;384;2022;10;17;2
2022-10-10 03:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;168;18;83;114;2022;10;10;2
2022-03-21 23:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;160;4;75;240;2022;3;21;2
2022-03-21 06:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;150;5;75;426;2022;3;21;2
2022-03-21 07:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;130;2;55;466;2022;3;21;2
2022-03-21 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;129;2;49;406;2022;3;21;2
2022-10-24 18:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;114;2;29;530;2022;10;24;2
2022-10-24 19:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;122;1;43;430;2022;10;24;2
2022-10-24 20:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;142;3;69;377;2022;10;24;2
2022-10-24 23:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;139;2;78;271;2022;10;24;2
2022-07-04 06:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;151;8;79;307;2022;7;4;2
2022-07-04 07:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;121;2;62;248;2022;7;4;2
2022-01-10 21:00:00.0000000;289874255020032;411025987862528;sxk9gd;165;2;74;251;2022;1;10;2
2022-01-10 22:00:00.0000000;289874255020032;411025987862528;sxk9gd;151;3;73;234;2022;1;10;2
2022-01-10 23:00:00.0000000;289874255020032;411025987862528;sxk9gd;160;1;77;226;2022;1;10;2
2022-02-07 14:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;142;3;58;322;2022;2;7;2
2022-02-07 09:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;131;4;53;377;2022;2;7;2
2022-02-07 10:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;134;2;60;444;2022;2;7;2
2022-05-02 19:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;116;1;36;272;2022;5;2;2
2022-05-02 20:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;127;2;40;270;2022;5;2;2
2022-05-02 21:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;114;2;41;293;2022;5;2;2
2022-05-02 22:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;124;1;44;323;2022;5;2;2
2022-02-07 18:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;115;2;37;318;2022;2;7;2
2022-02-07 19:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;129;2;63;249;2022;2;7;2
2022-02-07 20:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;139;2;65;253;2022;2;7;2
2022-02-14 07:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;121;1;50;286;2022;2;14;2
2022-02-14 19:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;123;2;54;278;2022;2;14;2
2022-02-14 20:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;129;4;63;322;2022;2;14;2
2022-02-14 21:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;167;4;71;267;2022;2;14;2
2022-02-14 22:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;141;2;71;262;2022;2;14;2
2022-05-23 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;140;2;47;350;2022;5;23;2
2022-05-23 22:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;147;3;70;287;2022;5;23;2
2022-05-23 23:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;135;2;70;262;2022;5;23;2
2022-02-28 20:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;133;2;67;333;2022;2;28;2
2022-02-28 21:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;206;7;75;294;2022;2;28;2
2022-02-28 22:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;163;2;72;290;2022;2;28;2
2022-02-28 07:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;131;1;58;521;2022;2;28;2
2022-09-26 06:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;136;4;76;464;2022;9;26;2
2022-09-26 07:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;144;1;64;449;2022;9;26;2
2022-09-26 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;140;2;47;458;2022;9;26;2
2022-05-30 17:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;119;2;29;634;2022;5;30;2
2022-05-30 18:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;105;1;26;527;2022;5;30;2
2022-05-30 19:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;148;2;60;331;2022;5;30;2
2022-05-30 20:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;125;20;79;9;2022;5;30;2
2022-05-30 21:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;152;7;70;292;2022;5;30;2
2022-03-07 15:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;139;4;58;468;2022;3;7;2
2022-03-07 16:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;130;4;61;486;2022;3;7;2
2022-03-07 21:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;143;2;74;321;2022;3;7;2
2022-03-07 22:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;152;2;76;299;2022;3;7;2
2022-10-10 09:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;113;2;26;159;2022;10;10;2
2022-06-13 11:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;135;3;63;308;2022;6;13;2
2022-03-14 00:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;150;2;69;145;2022;3;14;2
2022-03-14 02:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;132;6;81;74;2022;3;14;2
2022-03-14 03:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;149;14;80;82;2022;3;14;2
2022-10-17 09:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;152;5;49;436;2022;10;17;2
2022-10-17 10:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;136;2;59;432;2022;10;17;2
2022-10-17 11:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;128;2;57;462;2022;10;17;2
2022-10-24 01:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;149;6;80;152;2022;10;24;2
2022-10-24 02:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;156;11;81;115;2022;10;24;2
2022-10-24 03:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;146;7;84;78;2022;10;24;2
2022-03-28 13:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;126;2;57;395;2022;3;28;2
2022-03-28 14:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;131;1;55;474;2022;3;28;2
2022-10-24 09:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;133;6;47;429;2022;10;24;2
2022-10-24 10:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;123;2;55;496;2022;10;24;2
2022-10-24 11:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;139;2;61;456;2022;10;24;2
2022-10-24 12:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;128;3;65;384;2022;10;24;2
2022-06-27 16:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;121;3;54;398;2022;6;27;2
2022-07-04 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;136;1;48;326;2022;7;4;2
2022-07-04 09:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;137;2;53;379;2022;7;4;2
2022-07-04 00:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;134;1;46;303;2022;7;4;2
2022-04-04 22:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;133;3;68;246;2022;4;4;2
2022-04-04 23:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;135;4;71;261;2022;4;4;2
2022-04-11 23:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;139;4;74;239;2022;4;11;2
2022-04-18 02:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;131;18;76;96;2022;4;18;2
2022-07-25 19:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;129;2;41;378;2022;7;25;2
2022-07-25 20:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;152;2;63;303;2022;7;25;2
2022-01-10 14:00:00.0000000;289874255020032;411025987862528;sxk9gd;151;4;61;403;2022;1;10;2
2022-01-10 15:00:00.0000000;289874255020032;411025987862528;sxk9gd;135;2;61;435;2022;1;10;2
2022-01-10 16:00:00.0000000;289874255020032;411025987862528;sxk9gd;128;2;54;479;2022;1;10;2
2022-01-10 17:00:00.0000000;289874255020032;411025987862528;sxk9gd;121;3;59;491;2022;1;10;2
2022-01-10 18:00:00.0000000;289874255020032;411025987862528;sxk9gd;125;2;53;377;2022;1;10;2
2022-01-10 19:00:00.0000000;289874255020032;411025987862528;sxk9gd;129;2;65;186;2022;1;10;2
2022-01-10 20:00:00.0000000;289874255020032;411025987862528;sxk9gd;161;3;72;345;2022;1;10;2
2022-01-31 00:00:00.0000000;289874255020032;411025987862528;sxk9gd;142;7;77;150;2022;1;31;2
2022-01-31 01:00:00.0000000;289874255020032;411025987862528;sxk9gd;133;6;76;100;2022;1;31;2
2022-01-31 02:00:00.0000000;289874255020032;411025987862528;sxk9gd;136;2;77;66;2022;1;31;2
2022-01-31 03:00:00.0000000;289874255020032;411025987862528;sxk9gd;187;9;82;51;2022;1;31;2
2022-05-02 00:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;174;8;78;193;2022;5;2;2
2022-05-02 03:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;216;9;78;56;2022;5;2;2
2022-05-02 04:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;163;18;80;77;2022;5;2;2
2022-05-02 05:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;160;11;80;127;2022;5;2;2
2022-09-05 13:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;121;4;58;401;2022;9;5;2
2022-09-05 14:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;133;2;50;401;2022;9;5;2
2022-09-12 20:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;131;5;68;326;2022;9;12;2
2022-02-21 17:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;133;3;46;434;2022;2;21;2
2022-02-21 18:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;116;1;32;443;2022;2;21;2
2022-02-14 00:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;165;2;78;164;2022;2;14;2
2022-05-23 01:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;155;4;82;164;2022;5;23;2
2022-05-23 02:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;151;16;82;116;2022;5;23;2
2022-09-19 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;132;2;40;306;2022;9;19;2
2022-09-19 09:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;125;3;46;350;2022;9;19;2
2022-09-19 10:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;120;4;56;381;2022;9;19;2
2022-09-19 11:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;130;2;60;324;2022;9;19;2
2022-09-19 12:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;135;4;61;303;2022;9;19;2
2022-03-14 16:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;119;2;43;489;2022;3;14;2
2022-10-10 06:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;142;10;75;259;2022;10;10;2
2022-10-10 07:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;131;3;58;265;2022;10;10;2
2022-10-10 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;137;1;42;190;2022;10;10;2
2022-03-21 00:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;153;10;78;181;2022;3;21;2
2022-10-17 16:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;118;3;50;445;2022;10;17;2
2022-10-17 17:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;108;1;28;500;2022;10;17;2
2022-10-17 18:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;112;2;28;485;2022;10;17;2
2022-06-20 18:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;98;1;27;515;2022;6;20;2
2022-06-20 19:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;151;3;56;296;2022;6;20;2
2022-06-20 20:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;152;6;65;267;2022;6;20;2
2022-06-20 21:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;132;2;72;277;2022;6;20;2
2022-06-20 00:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;106;6;68;37;2022;6;20;2
2022-03-21 10:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;123;2;49;564;2022;3;21;2
2022-03-21 11:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;129;3;57;517;2022;3;21;2
2022-03-21 12:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;122;2;64;473;2022;3;21;2
2022-03-21 13:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;136;2;64;445;2022;3;21;2
2022-03-28 20:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;139;4;66;324;2022;3;28;2
2022-03-28 21:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;153;1;74;315;2022;3;28;2
2022-04-04 10:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;125;2;50;349;2022;4;4;2
2022-04-04 11:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;129;2;66;331;2022;4;4;2
2022-04-04 12:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;141;4;60;384;2022;4;4;2
2022-04-04 13:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;137;3;55;358;2022;4;4;2
2022-10-31 05:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;181;17;87;260;2022;10;31;2
2022-07-11 07:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;151;24;86;162;2022;7;11;2
2022-07-11 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;151;3;85;156;2022;7;11;2
2022-07-11 10:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;156;5;57;253;2022;7;11;2
2022-07-11 11:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;146;2;75;216;2022;7;11;2
2022-04-11 11:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;122;3;63;406;2022;4;11;2
2022-04-11 12:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;112;3;53;517;2022;4;11;2
2022-04-11 02:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;177;2;75;101;2022;4;11;2
2022-04-11 03:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;149;6;76;98;2022;4;11;2
2022-04-11 04:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;132;20;80;113;2022;4;11;2
2022-04-11 05:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;136;11;74;255;2022;4;11;2
2022-04-11 06:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;127;2;72;414;2022;4;11;2
2022-11-14 06:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;149;2;77;433;2022;11;14;2
2022-09-05 05:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;148;8;82;251;2022;9;5;2
2022-05-02 06:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;182;18;85;93;2022;5;2;2
2022-05-02 07:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;184;8;84;169;2022;5;2;2
2022-05-02 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;160;3;87;206;2022;5;2;2
2022-05-02 09:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;156;9;84;219;2022;5;2;2
2022-09-12 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;135;2;37;417;2022;9;12;2
2022-09-12 09:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;131;2;34;396;2022;9;12;2
2022-09-12 10:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;113;4;50;343;2022;9;12;2
2022-02-14 10:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;117;7;58;363;2022;2;14;2
2022-05-16 21:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;135;2;65;365;2022;5;16;2
2022-05-16 22:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;128;2;53;391;2022;5;16;2
2022-09-19 19:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;122;2;34;384;2022;9;19;2
2022-05-16 17:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;126;1;44;555;2022;5;16;2
2022-05-16 18:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;112;1;35;548;2022;5;16;2
2022-05-16 19:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;118;2;39;448;2022;5;16;2
2022-02-14 02:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;147;18;81;79;2022;2;14;2
2022-02-14 03:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;143;22;87;71;2022;2;14;2
2022-02-14 04:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;143;17;80;107;2022;2;14;2
2022-02-14 05:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;143;18;80;197;2022;2;14;2
2022-05-23 14:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;133;4;57;370;2022;5;23;2
2022-05-23 15:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;121;2;57;407;2022;5;23;2
2022-09-26 15:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;125;2;54;350;2022;9;26;2
2022-09-26 16:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;127;2;49;408;2022;9;26;2
2022-09-26 17:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;131;2;30;522;2022;9;26;2
2022-05-30 02:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;162;7;78;116;2022;5;30;2
2022-09-26 18:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;127;2;30;372;2022;9;26;2
2022-09-26 19:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;118;1;40;340;2022;9;26;2
2022-09-26 20:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;156;2;53;268;2022;9;26;2
2022-05-30 16:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;119;2;41;410;2022;5;30;2
2022-06-13 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;140;2;45;430;2022;6;13;2
2022-06-13 09:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;143;3;54;413;2022;6;13;2
2022-06-13 10:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;129;6;64;336;2022;6;13;2
2022-10-10 00:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;152;6;80;238;2022;10;10;2
2022-10-10 01:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;180;8;80;146;2022;10;10;2
2022-10-10 02:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;160;16;79;101;2022;10;10;2
2022-06-27 19:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;119;4;46;260;2022;6;27;2
2022-06-27 07:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;118;4;59;134;2022;6;27;2
2022-06-27 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;148;4;53;371;2022;6;27;2
2022-06-27 09:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;138;13;61;266;2022;6;27;2
2022-06-27 10:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;119;2;61;352;2022;6;27;2
2022-06-27 11:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;129;3;51;408;2022;6;27;2
2022-04-04 08:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;129;4;46;419;2022;4;4;2
2022-04-04 09:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;119;3;44;266;2022;4;4;2
2022-10-24 14:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;144;1;53;404;2022;10;24;2
2022-10-24 15:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;132;2;59;415;2022;10;24;2
2022-10-24 16:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;113;2;52;459;2022;10;24;2
2022-10-24 17:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;112;1;28;423;2022;10;24;2
2022-03-28 09:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;175;4;57;404;2022;3;28;2
2022-10-31 00:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;150;7;79;264;2022;10;31;2
2022-10-31 13:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;145;4;63;345;2022;10;31;2
2022-10-31 14:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;163;2;65;282;2022;10;31;2
2022-11-07 05:00:00.0000000;28,9874267578125;41,1026000976563;sxk9gd;183;9;85;283;2022;11;7;2
